response_scenario,case,language,profile,request_index,stage,o200k_input_content,estimated_overhead,o200k_input,o200k_output,cl100k_input,cl100k_output
authored_short,3,fa,long,37,patient,1184,59,1243,2,2425,4
authored_short,3,fa,long,38,patient,1181,59,1240,2,2415,4
authored_short,3,fa,long,39,patient,1183,59,1242,20,2419,39
authored_short,3,fa,long,40,patient,1181,59,1240,7,2415,11
authored_short,3,fa,long,41,exam,628,59,687,38,1315,46
authored_short,3,fa,long,42,exam,678,59,737,45,1372,89
authored_short,3,fa,long,43,exam,662,59,721,26,1341,53
authored_short,3,fa,long,44,exam,706,59,765,37,1427,80
authored_short,3,fa,long,45,exam,1100,43,1143,20,2228,39
authored_short,3,fa,long,46,unrecorded_lab,92,11,103,24,219,55
authored_short,3,fa,long,47,unrecorded_lab,91,11,102,24,219,55
authored_short,3,fa,long,48,unrecorded_lab,92,11,103,24,219,55
authored_short,3,fa,long,49,unrecorded_lab,92,11,103,24,219,55
authored_short,3,fa,long,50,scoring,2970,11,2981,314,4546,566
authored_short,3,fa,long,51,lesson,2817,11,2828,1472,4902,2846
authored_short,3,en,short,1,patient,637,11,648,14,710,15
authored_short,3,en,short,2,patient,657,19,676,6,739,6
authored_short,3,en,short,3,patient,668,27,695,9,758,9
authored_short,3,en,short,4,patient,682,35,717,4,780,4
authored_short,3,en,short,5,patient,693,43,736,15,799,15
authored_short,3,en,short,6,patient,715,51,766,15,829,15
authored_short,3,en,short,7,patient,735,59,794,7,857,7
authored_short,3,en,short,8,patient,722,59,781,1,843,1
authored_short,3,en,short,9,patient,716,59,775,1,837,1
authored_short,3,en,short,10,patient,709,59,768,1,830,1
authored_short,3,en,short,11,exam,410,59,469,33,471,34
authored_short,3,en,short,12,exam,446,59,505,30,508,31
authored_short,3,en,short,13,scoring,1673,11,1684,248,1847,247
authored_short,3,en,short,14,lesson,1356,11,1367,922,1374,929
authored_short,3,en,standard,1,patient,637,11,648,14,710,15
authored_short,3,en,standard,2,patient,657,19,676,6,739,6
authored_short,3,en,standard,3,patient,668,27,695,9,758,9
authored_short,3,en,standard,4,patient,682,35,717,4,780,4
authored_short,3,en,standard,5,patient,693,43,736,15,799,15
authored_short,3,en,standard,6,patient,715,51,766,15,829,15
authored_short,3,en,standard,7,patient,735,59,794,7,857,7
authored_short,3,en,standard,8,patient,722,59,781,1,843,1
authored_short,3,en,standard,9,patient,716,59,775,1,837,1
authored_short,3,en,standard,10,patient,709,59,768,1,830,1
authored_short,3,en,standard,11,patient,706,59,765,15,827,15
authored_short,3,en,standard,12,patient,703,59,762,15,824,15
authored_short,3,en,standard,13,patient,704,59,763,7,825,7
authored_short,3,en,standard,14,patient,704,59,763,7,825,7
authored_short,3,en,standard,15,patient,708,59,767,14,829,15
authored_short,3,en,standard,16,patient,722,59,781,14,844,15
authored_short,3,en,standard,17,patient,734,59,793,15,857,15
authored_short,3,en,standard,18,patient,734,59,793,7,857,7
authored_short,3,en,standard,19,patient,726,59,785,15,849,15
authored_short,3,en,standard,20,patient,732,59,791,14,855,15
authored_short,3,en,standard,21,exam,443,59,502,33,507,34
authored_short,3,en,standard,22,exam,481,59,540,30,545,31
authored_short,3,en,standard,23,exam,475,59,534,13,539,14
authored_short,3,en,standard,24,unrecorded_lab,60,11,71,13,71,13
authored_short,3,en,standard,25,unrecorded_lab,59,11,70,13,71,13
authored_short,3,en,standard,26,scoring,1968,11,1979,248,2145,247
authored_short,3,en,standard,27,lesson,1639,11,1650,922,1659,929
authored_short,3,en,long,1,patient,637,11,648,14,710,15
authored_short,3,en,long,2,patient,657,19,676,6,739,6
authored_short,3,en,long,3,patient,668,27,695,9,758,9
authored_short,3,en,long,4,patient,682,35,717,4,780,4
authored_short,3,en,long,5,patient,693,43,736,15,799,15
authored_short,3,en,long,6,patient,715,51,766,15,829,15
authored_short,3,en,long,7,patient,735,59,794,7,857,7
authored_short,3,en,long,8,patient,722,59,781,1,843,1
authored_short,3,en,long,9,patient,716,59,775,1,837,1
authored_short,3,en,long,10,patient,709,59,768,1,830,1
authored_short,3,en,long,11,patient,706,59,765,15,827,15
authored_short,3,en,long,12,patient,703,59,762,15,824,15
authored_short,3,en,long,13,patient,704,59,763,7,825,7
authored_short,3,en,long,14,patient,704,59,763,7,825,7
authored_short,3,en,long,15,patient,708,59,767,14,829,15
authored_short,3,en,long,16,patient,722,59,781,14,844,15
authored_short,3,en,long,17,patient,734,59,793,15,857,15
authored_short,3,en,long,18,patient,734,59,793,7,857,7
authored_short,3,en,long,19,patient,726,59,785,15,849,15
authored_short,3,en,long,20,patient,732,59,791,14,855,15
authored_short,3,en,long,21,patient,739,59,798,9,863,9
authored_short,3,en,long,22,patient,735,59,794,9,858,9
authored_short,3,en,long,23,patient,730,59,789,14,852,15
authored_short,3,en,long,24,patient,731,59,790,1,854,1
authored_short,3,en,long,25,patient,727,59,786,14,850,15
authored_short,3,en,long,26,patient,727,59,786,15,851,15
authored_short,3,en,long,27,patient,727,59,786,15,850,15
authored_short,3,en,long,28,patient,733,59,792,15,856,15
authored_short,3,en,long,29,patient,737,59,796,7,860,7
authored_short,3,en,long,30,patient,730,59,789,14,852,15
authored_short,3,en,long,31,patient,743,59,802,1,866,1
authored_short,3,en,long,32,patient,730,59,789,1,852,1
authored_short,3,en,long,33,patient,718,59,777,14,840,15
authored_short,3,en,long,34,patient,720,59,779,15,843,15
authored_short,3,en,long,35,patient,724,59,783,14,847,15
authored_short,3,en,long,36,patient,733,59,792,9,857,9
authored_short,3,en,long,37,patient,730,59,789,1,853,1
authored_short,3,en,long,38,patient,730,59,789,1,853,1
authored_short,3,en,long,39,patient,731,59,790,14,854,15
authored_short,3,en,long,40,patient,729,59,788,4,852,4
authored_short,3,en,long,41,exam,419,59,478,33,482,34
authored_short,3,en,long,42,exam,454,59,513,30,517,31
authored_short,3,en,long,43,exam,452,59,511,13,516,14
authored_short,3,en,long,44,exam,480,59,539,25,545,26
authored_short,3,en,long,45,exam,677,43,720,14,783,15
authored_short,3,en,long,46,unrecorded_lab,60,11,71,13,71,13
authored_short,3,en,long,47,unrecorded_lab,59,11,70,13,71,13
authored_short,3,en,long,48,unrecorded_lab,60,11,71,13,71,13
authored_short,3,en,long,49,unrecorded_lab,60,11,71,13,71,13
authored_short,3,en,long,50,scoring,2533,11,2544,248,2717,247
authored_short,3,en,long,51,lesson,2176,11,2187,922,2205,929
length_stress_60,1,fa,short,1,patient,1218,11,1229,62,2317,165
length_stress_60,1,fa,short,2,patient,1286,19,1305,69,2508,183
length_stress_60,1,fa,short,3,patient,1360,27,1387,61,2710,169
length_stress_60,1,fa,short,4,patient,1427,35,1462,61,2896,169
length_stress_60,1,fa,short,5,patient,1496,43,1539,64,3090,164
length_stress_60,1,fa,short,6,patient,1567,51,1618,64,3280,164
length_stress_60,1,fa,short,7,patient,1635,59,1694,68,3461,184
length_stress_60,1,fa,short,8,patient,1630,59,1689,60,3451,160
length_stress_60,1,fa,short,9,patient,1622,59,1681,69,3427,181
length_stress_60,1,fa,short,10,patient,1632,59,1691,69,3443,181
length_stress_60,1,fa,short,11,exam,932,59,991,38,2183,46
length_stress_60,1,fa,short,12,exam,938,59,997,42,2118,82
length_stress_60,1,fa,short,13,scoring,2713,11,2724,314,4454,566
length_stress_60,1,fa,short,14,lesson,2439,11,2450,1546,4584,3007
length_stress_60,1,fa,standard,1,patient,1218,11,1229,62,2317,165
length_stress_60,1,fa,standard,2,patient,1286,19,1305,69,2508,183
length_stress_60,1,fa,standard,3,patient,1360,27,1387,61,2710,169
length_stress_60,1,fa,standard,4,patient,1427,35,1462,61,2896,169
length_stress_60,1,fa,standard,5,patient,1496,43,1539,64,3090,164
length_stress_60,1,fa,standard,6,patient,1567,51,1618,64,3280,164
length_stress_60,1,fa,standard,7,patient,1635,59,1694,68,3461,184
length_stress_60,1,fa,standard,8,patient,1630,59,1689,60,3451,160
length_stress_60,1,fa,standard,9,patient,1622,59,1681,69,3427,181
length_stress_60,1,fa,standard,10,patient,1632,59,1691,69,3443,181
length_stress_60,1,fa,standard,11,patient,1642,59,1701,63,3471,166
length_stress_60,1,fa,standard,12,patient,1640,59,1699,68,3468,179
length_stress_60,1,fa,standard,13,patient,1643,59,1702,68,3477,184
length_stress_60,1,fa,standard,14,patient,1644,59,1703,68,3480,184
length_stress_60,1,fa,standard,15,patient,1654,59,1713,60,3505,151
length_stress_60,1,fa,standard,16,patient,1645,59,1704,60,3472,151
length_stress_60,1,fa,standard,17,patient,1637,59,1696,68,3446,179
length_stress_60,1,fa,standard,18,patient,1641,59,1700,68,3450,184
length_stress_60,1,fa,standard,19,patient,1639,59,1698,68,3458,179
length_stress_60,1,fa,standard,20,patient,1645,59,1704,60,3470,151
length_stress_60,1,fa,standard,21,exam,930,59,989,38,2162,46
length_stress_60,1,fa,standard,22,exam,938,59,997,42,2108,82
length_stress_60,1,fa,standard,23,exam,884,59,943,26,1971,53
length_stress_60,1,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_60,1,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_60,1,fa,standard,26,scoring,3576,11,3587,314,6508,566
length_stress_60,1,fa,standard,27,lesson,3277,11,3288,1546,6622,3007
length_stress_60,1,fa,long,1,patient,1218,11,1229,62,2317,165
length_stress_60,1,fa,long,2,patient,1286,19,1305,69,2508,183
length_stress_60,1,fa,long,3,patient,1360,27,1387,61,2710,169
length_stress_60,1,fa,long,4,patient,1427,35,1462,61,2896,169
length_stress_60,1,fa,long,5,patient,1496,43,1539,64,3090,164
length_stress_60,1,fa,long,6,patient,1567,51,1618,64,3280,164
length_stress_60,1,fa,long,7,patient,1635,59,1694,68,3461,184
length_stress_60,1,fa,long,8,patient,1630,59,1689,60,3451,160
length_stress_60,1,fa,long,9,patient,1622,59,1681,69,3427,181
length_stress_60,1,fa,long,10,patient,1632,59,1691,69,3443,181
length_stress_60,1,fa,long,11,patient,1642,59,1701,63,3471,166
length_stress_60,1,fa,long,12,patient,1640,59,1699,68,3468,179
length_stress_60,1,fa,long,13,patient,1643,59,1702,68,3477,184
length_stress_60,1,fa,long,14,patient,1644,59,1703,68,3480,184
length_stress_60,1,fa,long,15,patient,1654,59,1713,60,3505,151
length_stress_60,1,fa,long,16,patient,1645,59,1704,60,3472,151
length_stress_60,1,fa,long,17,patient,1637,59,1696,68,3446,179
length_stress_60,1,fa,long,18,patient,1641,59,1700,68,3450,184
length_stress_60,1,fa,long,19,patient,1639,59,1698,68,3458,179
length_stress_60,1,fa,long,20,patient,1645,59,1704,60,3470,151
length_stress_60,1,fa,long,21,patient,1639,59,1698,60,3440,151
length_stress_60,1,fa,long,22,patient,1638,59,1697,60,3442,151
length_stress_60,1,fa,long,23,patient,1639,59,1698,64,3445,164
length_stress_60,1,fa,long,24,patient,1637,59,1696,69,3437,181
length_stress_60,1,fa,long,25,patient,1640,59,1699,60,3439,151
length_stress_60,1,fa,long,26,patient,1636,59,1695,63,3419,166
length_stress_60,1,fa,long,27,patient,1632,59,1691,68,3418,179
length_stress_60,1,fa,long,28,patient,1640,59,1699,68,3446,179
length_stress_60,1,fa,long,29,patient,1645,59,1704,60,3468,151
length_stress_60,1,fa,long,30,patient,1640,59,1699,60,3452,151
length_stress_60,1,fa,long,31,patient,1631,59,1690,68,3419,184
length_stress_60,1,fa,long,32,patient,1641,59,1700,69,3454,181
length_stress_60,1,fa,long,33,patient,1649,59,1708,60,3466,151
length_stress_60,1,fa,long,34,patient,1645,59,1704,64,3442,164
length_stress_60,1,fa,long,35,patient,1642,59,1701,60,3432,151
length_stress_60,1,fa,long,36,patient,1648,59,1707,60,3444,151
length_stress_60,1,fa,long,37,patient,1655,59,1714,60,3459,160
length_stress_60,1,fa,long,38,patient,1653,59,1712,69,3441,181
length_stress_60,1,fa,long,39,patient,1655,59,1714,60,3445,151
length_stress_60,1,fa,long,40,patient,1653,59,1712,67,3441,179
length_stress_60,1,fa,long,41,exam,945,59,1004,38,2176,46
length_stress_60,1,fa,long,42,exam,955,59,1014,42,2121,82
length_stress_60,1,fa,long,43,exam,896,59,955,26,1971,53
length_stress_60,1,fa,long,44,exam,882,59,941,37,1901,81
length_stress_60,1,fa,long,45,exam,1381,43,1424,20,2740,39
length_stress_60,1,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_60,1,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_60,1,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_60,1,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_60,1,fa,long,50,scoring,5303,11,5314,314,10554,566
length_stress_60,1,fa,long,51,lesson,4948,11,4959,1546,10634,3007
length_stress_60,1,en,short,1,patient,818,11,829,63,942,64
length_stress_60,1,en,short,2,patient,887,19,906,60,1020,60
length_stress_60,1,en,short,3,patient,952,27,979,65,1093,66
length_stress_60,1,en,short,4,patient,1022,35,1057,65,1172,66
length_stress_60,1,en,short,5,patient,1094,43,1137,63,1253,63
length_stress_60,1,en,short,6,patient,1164,51,1215,65,1331,65
length_stress_60,1,en,short,7,patient,1234,59,1293,60,1409,60
length_stress_60,1,en,short,8,patient,1225,59,1284,63,1399,65
length_stress_60,1,en,short,9,patient,1227,59,1286,61,1403,63
length_stress_60,1,en,short,10,patient,1224,59,1283,61,1401,63
length_stress_60,1,en,short,11,exam,747,59,806,33,813,34
length_stress_60,1,en,short,12,exam,735,59,794,26,802,27
length_stress_60,1,en,short,13,scoring,2490,11,2501,248,2683,247
length_stress_60,1,en,short,14,lesson,1995,11,2006,961,2015,970
length_stress_60,1,en,standard,1,patient,818,11,829,63,942,64
length_stress_60,1,en,standard,2,patient,887,19,906,60,1020,60
length_stress_60,1,en,standard,3,patient,952,27,979,65,1093,66
length_stress_60,1,en,standard,4,patient,1022,35,1057,65,1172,66
length_stress_60,1,en,standard,5,patient,1094,43,1137,63,1253,63
length_stress_60,1,en,standard,6,patient,1164,51,1215,65,1331,65
length_stress_60,1,en,standard,7,patient,1234,59,1293,60,1409,60
length_stress_60,1,en,standard,8,patient,1225,59,1284,63,1399,65
length_stress_60,1,en,standard,9,patient,1227,59,1286,61,1403,63
length_stress_60,1,en,standard,10,patient,1224,59,1283,61,1401,63
length_stress_60,1,en,standard,11,patient,1220,59,1279,63,1398,63
length_stress_60,1,en,standard,12,patient,1217,59,1276,64,1395,64
length_stress_60,1,en,standard,13,patient,1217,59,1276,60,1395,60
length_stress_60,1,en,standard,14,patient,1217,59,1276,60,1395,60
length_stress_60,1,en,standard,15,patient,1212,59,1271,63,1388,64
length_stress_60,1,en,standard,16,patient,1215,59,1274,63,1390,64
length_stress_60,1,en,standard,17,patient,1216,59,1275,64,1390,64
length_stress_60,1,en,standard,18,patient,1217,59,1276,60,1391,60
length_stress_60,1,en,standard,19,patient,1213,59,1272,64,1387,64
length_stress_60,1,en,standard,20,patient,1215,59,1274,63,1389,64
length_stress_60,1,en,standard,21,exam,745,59,804,33,808,34
length_stress_60,1,en,standard,22,exam,734,59,793,26,797,27
length_stress_60,1,en,standard,23,exam,675,59,734,13,738,14
length_stress_60,1,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_60,1,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_60,1,en,standard,26,scoring,3286,11,3297,248,3482,247
length_stress_60,1,en,standard,27,lesson,2776,11,2787,961,2798,970
length_stress_60,1,en,long,1,patient,818,11,829,63,942,64
length_stress_60,1,en,long,2,patient,887,19,906,60,1020,60
length_stress_60,1,en,long,3,patient,952,27,979,65,1093,66
length_stress_60,1,en,long,4,patient,1022,35,1057,65,1172,66
length_stress_60,1,en,long,5,patient,1094,43,1137,63,1253,63
length_stress_60,1,en,long,6,patient,1164,51,1215,65,1331,65
length_stress_60,1,en,long,7,patient,1234,59,1293,60,1409,60
length_stress_60,1,en,long,8,patient,1225,59,1284,63,1399,65
length_stress_60,1,en,long,9,patient,1227,59,1286,61,1403,63
length_stress_60,1,en,long,10,patient,1224,59,1283,61,1401,63
length_stress_60,1,en,long,11,patient,1220,59,1279,63,1398,63
length_stress_60,1,en,long,12,patient,1217,59,1276,64,1395,64
length_stress_60,1,en,long,13,patient,1217,59,1276,60,1395,60
length_stress_60,1,en,long,14,patient,1217,59,1276,60,1395,60
length_stress_60,1,en,long,15,patient,1212,59,1271,63,1388,64
length_stress_60,1,en,long,16,patient,1215,59,1274,63,1390,64
length_stress_60,1,en,long,17,patient,1216,59,1275,64,1390,64
length_stress_60,1,en,long,18,patient,1217,59,1276,60,1391,60
length_stress_60,1,en,long,19,patient,1213,59,1272,64,1387,64
length_stress_60,1,en,long,20,patient,1215,59,1274,63,1389,64
length_stress_60,1,en,long,21,patient,1218,59,1277,65,1393,66
length_stress_60,1,en,long,22,patient,1221,59,1280,65,1396,66
length_stress_60,1,en,long,23,patient,1223,59,1282,63,1398,64
length_stress_60,1,en,long,24,patient,1224,59,1283,61,1400,63
length_stress_60,1,en,long,25,patient,1227,59,1286,63,1405,64
length_stress_60,1,en,long,26,patient,1227,59,1286,63,1406,63
length_stress_60,1,en,long,27,patient,1226,59,1285,64,1404,64
length_stress_60,1,en,long,28,patient,1225,59,1284,64,1402,64
length_stress_60,1,en,long,29,patient,1222,59,1281,60,1398,60
length_stress_60,1,en,long,30,patient,1219,59,1278,63,1394,64
length_stress_60,1,en,long,31,patient,1221,59,1280,61,1395,63
length_stress_60,1,en,long,32,patient,1219,59,1278,61,1394,63
length_stress_60,1,en,long,33,patient,1219,59,1278,63,1396,64
length_stress_60,1,en,long,34,patient,1221,59,1280,63,1399,63
length_stress_60,1,en,long,35,patient,1224,59,1283,63,1402,64
length_stress_60,1,en,long,36,patient,1229,59,1288,65,1408,66
length_stress_60,1,en,long,37,patient,1233,59,1292,63,1412,65
length_stress_60,1,en,long,38,patient,1235,59,1294,61,1414,63
length_stress_60,1,en,long,39,patient,1236,59,1295,63,1415,64
length_stress_60,1,en,long,40,patient,1234,59,1293,60,1413,60
length_stress_60,1,en,long,41,exam,755,59,814,33,822,34
length_stress_60,1,en,long,42,exam,741,59,800,26,808,27
length_stress_60,1,en,long,43,exam,679,59,738,13,746,14
length_stress_60,1,en,long,44,exam,645,59,704,25,711,26
length_stress_60,1,en,long,45,exam,963,43,1006,14,1120,15
length_stress_60,1,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_60,1,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_60,1,en,long,48,unrecorded_lab,60,11,71,13,71,13
length_stress_60,1,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_60,1,en,long,50,scoring,4918,11,4929,248,5130,247
length_stress_60,1,en,long,51,lesson,4371,11,4382,961,4411,970
length_stress_60,2,fa,short,1,patient,1121,11,1132,62,2199,165
length_stress_60,2,fa,short,2,patient,1189,19,1208,69,2390,185
length_stress_60,2,fa,short,3,patient,1263,27,1290,60,2594,161
length_stress_60,2,fa,short,4,patient,1329,35,1364,60,2772,161
length_stress_60,2,fa,short,5,patient,1397,43,1440,66,2958,184
length_stress_60,2,fa,short,6,patient,1470,51,1521,68,3168,179
length_stress_60,2,fa,short,7,patient,1542,59,1601,69,3364,184
length_stress_60,2,fa,short,8,patient,1538,59,1597,62,3354,172
length_stress_60,2,fa,short,9,patient,1532,59,1591,65,3340,179
length_stress_60,2,fa,short,10,patient,1539,59,1598,65,3362,179
length_stress_60,2,fa,short,11,exam,922,59,981,38,2210,46
length_stress_60,2,fa,short,12,exam,926,59,985,45,2125,90
length_stress_60,2,fa,short,13,scoring,2398,11,2409,258,4101,464
length_stress_60,2,fa,short,14,lesson,2246,11,2257,1217,4342,2381
length_stress_60,2,fa,standard,1,patient,1121,11,1132,62,2199,165
length_stress_60,2,fa,standard,2,patient,1189,19,1208,69,2390,185
length_stress_60,2,fa,standard,3,patient,1263,27,1290,60,2594,161
length_stress_60,2,fa,standard,4,patient,1329,35,1364,60,2772,161
length_stress_60,2,fa,standard,5,patient,1397,43,1440,66,2958,184
length_stress_60,2,fa,standard,6,patient,1470,51,1521,68,3168,179
length_stress_60,2,fa,standard,7,patient,1542,59,1601,69,3364,184
length_stress_60,2,fa,standard,8,patient,1538,59,1597,62,3354,172
length_stress_60,2,fa,standard,9,patient,1532,59,1591,65,3340,179
length_stress_60,2,fa,standard,10,patient,1539,59,1598,65,3362,179
length_stress_60,2,fa,standard,11,patient,1546,59,1605,68,3396,187
length_stress_60,2,fa,standard,12,patient,1547,59,1606,68,3394,179
length_stress_60,2,fa,standard,13,patient,1546,59,1605,69,3388,184
length_stress_60,2,fa,standard,14,patient,1547,59,1606,69,3391,184
length_stress_60,2,fa,standard,15,patient,1556,59,1615,60,3404,151
length_stress_60,2,fa,standard,16,patient,1551,59,1610,60,3373,151
length_stress_60,2,fa,standard,17,patient,1547,59,1606,68,3349,179
length_stress_60,2,fa,standard,18,patient,1546,59,1605,69,3332,184
length_stress_60,2,fa,standard,19,patient,1545,59,1604,68,3340,179
length_stress_60,2,fa,standard,20,patient,1550,59,1609,60,3352,151
length_stress_60,2,fa,standard,21,exam,920,59,979,38,2146,46
length_stress_60,2,fa,standard,22,exam,928,59,987,45,2092,90
length_stress_60,2,fa,standard,23,exam,877,59,936,34,1963,69
length_stress_60,2,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_60,2,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_60,2,fa,standard,26,scoring,3276,11,3287,258,6192,464
length_stress_60,2,fa,standard,27,lesson,3099,11,3110,1217,6417,2381
length_stress_60,2,fa,long,1,patient,1121,11,1132,62,2199,165
length_stress_60,2,fa,long,2,patient,1189,19,1208,69,2390,185
length_stress_60,2,fa,long,3,patient,1263,27,1290,60,2594,161
length_stress_60,2,fa,long,4,patient,1329,35,1364,60,2772,161
length_stress_60,2,fa,long,5,patient,1397,43,1440,66,2958,184
length_stress_60,2,fa,long,6,patient,1470,51,1521,68,3168,179
length_stress_60,2,fa,long,7,patient,1542,59,1601,69,3364,184
length_stress_60,2,fa,long,8,patient,1538,59,1597,62,3354,172
length_stress_60,2,fa,long,9,patient,1532,59,1591,65,3340,179
length_stress_60,2,fa,long,10,patient,1539,59,1598,65,3362,179
length_stress_60,2,fa,long,11,patient,1546,59,1605,68,3396,187
length_stress_60,2,fa,long,12,patient,1547,59,1606,68,3394,179
length_stress_60,2,fa,long,13,patient,1546,59,1605,69,3388,184
length_stress_60,2,fa,long,14,patient,1547,59,1606,69,3391,184
length_stress_60,2,fa,long,15,patient,1556,59,1615,60,3404,151
length_stress_60,2,fa,long,16,patient,1551,59,1610,60,3373,151
length_stress_60,2,fa,long,17,patient,1547,59,1606,68,3349,179
length_stress_60,2,fa,long,18,patient,1546,59,1605,69,3332,184
length_stress_60,2,fa,long,19,patient,1545,59,1604,68,3340,179
length_stress_60,2,fa,long,20,patient,1550,59,1609,60,3352,151
length_stress_60,2,fa,long,21,patient,1543,59,1602,60,3322,151
length_stress_60,2,fa,long,22,patient,1542,59,1601,60,3324,151
length_stress_60,2,fa,long,23,patient,1543,59,1602,68,3327,179
length_stress_60,2,fa,long,24,patient,1545,59,1604,65,3334,179
length_stress_60,2,fa,long,25,patient,1543,59,1602,60,3334,151
length_stress_60,2,fa,long,26,patient,1539,59,1598,68,3314,187
length_stress_60,2,fa,long,27,patient,1540,59,1599,68,3334,179
length_stress_60,2,fa,long,28,patient,1548,59,1607,68,3362,179
length_stress_60,2,fa,long,29,patient,1553,59,1612,60,3384,151
length_stress_60,2,fa,long,30,patient,1544,59,1603,60,3353,151
length_stress_60,2,fa,long,31,patient,1539,59,1598,69,3322,184
length_stress_60,2,fa,long,32,patient,1550,59,1609,65,3357,179
length_stress_60,2,fa,long,33,patient,1549,59,1608,60,3346,151
length_stress_60,2,fa,long,34,patient,1545,59,1604,66,3322,184
length_stress_60,2,fa,long,35,patient,1544,59,1603,60,3332,151
length_stress_60,2,fa,long,36,patient,1550,59,1609,60,3344,151
length_stress_60,2,fa,long,37,patient,1557,59,1616,62,3359,172
length_stress_60,2,fa,long,38,patient,1556,59,1615,65,3353,179
length_stress_60,2,fa,long,39,patient,1558,59,1617,60,3357,151
length_stress_60,2,fa,long,40,patient,1556,59,1615,67,3353,179
length_stress_60,2,fa,long,41,exam,932,59,991,38,2170,46
length_stress_60,2,fa,long,42,exam,942,59,1001,45,2115,90
length_stress_60,2,fa,long,43,exam,886,59,945,34,1973,69
length_stress_60,2,fa,long,44,exam,878,59,937,37,1907,80
length_stress_60,2,fa,long,45,exam,1284,43,1327,20,2622,39
length_stress_60,2,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_60,2,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_60,2,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_60,2,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_60,2,fa,long,50,scoring,5006,11,5017,258,10298,464
length_stress_60,2,fa,long,51,lesson,4773,11,4784,1217,10489,2381
length_stress_60,2,en,short,1,patient,721,11,732,63,824,64
length_stress_60,2,en,short,2,patient,790,19,809,60,902,60
length_stress_60,2,en,short,3,patient,855,27,882,62,975,63
length_stress_60,2,en,short,4,patient,922,35,957,62,1051,63
length_stress_60,2,en,short,5,patient,991,43,1034,61,1129,61
length_stress_60,2,en,short,6,patient,1059,51,1110,64,1205,64
length_stress_60,2,en,short,7,patient,1128,59,1187,60,1282,60
length_stress_60,2,en,short,8,patient,1119,59,1178,64,1272,64
length_stress_60,2,en,short,9,patient,1122,59,1181,60,1275,59
length_stress_60,2,en,short,10,patient,1121,59,1180,60,1272,59
length_stress_60,2,en,short,11,exam,736,59,795,33,796,34
length_stress_60,2,en,short,12,exam,726,59,785,27,787,28
length_stress_60,2,en,short,13,scoring,2221,11,2232,204,2383,203
length_stress_60,2,en,short,14,lesson,1855,11,1866,767,1871,777
length_stress_60,2,en,standard,1,patient,721,11,732,63,824,64
length_stress_60,2,en,standard,2,patient,790,19,809,60,902,60
length_stress_60,2,en,standard,3,patient,855,27,882,62,975,63
length_stress_60,2,en,standard,4,patient,922,35,957,62,1051,63
length_stress_60,2,en,standard,5,patient,991,43,1034,61,1129,61
length_stress_60,2,en,standard,6,patient,1059,51,1110,64,1205,64
length_stress_60,2,en,standard,7,patient,1128,59,1187,60,1282,60
length_stress_60,2,en,standard,8,patient,1119,59,1178,64,1272,64
length_stress_60,2,en,standard,9,patient,1122,59,1181,60,1275,59
length_stress_60,2,en,standard,10,patient,1121,59,1180,60,1272,59
length_stress_60,2,en,standard,11,patient,1119,59,1178,60,1268,60
length_stress_60,2,en,standard,12,patient,1115,59,1174,64,1264,64
length_stress_60,2,en,standard,13,patient,1116,59,1175,60,1265,60
length_stress_60,2,en,standard,14,patient,1116,59,1175,60,1265,60
length_stress_60,2,en,standard,15,patient,1110,59,1169,63,1259,64
length_stress_60,2,en,standard,16,patient,1114,59,1173,63,1265,64
length_stress_60,2,en,standard,17,patient,1116,59,1175,64,1269,64
length_stress_60,2,en,standard,18,patient,1120,59,1179,60,1273,60
length_stress_60,2,en,standard,19,patient,1116,59,1175,64,1269,64
length_stress_60,2,en,standard,20,patient,1118,59,1177,63,1271,64
length_stress_60,2,en,standard,21,exam,738,59,797,33,803,34
length_stress_60,2,en,standard,22,exam,727,59,786,27,792,28
length_stress_60,2,en,standard,23,exam,669,59,728,18,734,20
length_stress_60,2,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_60,2,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_60,2,en,standard,26,scoring,3019,11,3030,204,3185,203
length_stress_60,2,en,standard,27,lesson,2638,11,2649,767,2657,777
length_stress_60,2,en,long,1,patient,721,11,732,63,824,64
length_stress_60,2,en,long,2,patient,790,19,809,60,902,60
